borrower_id,checkpoint_frac,avg_balance_inr,cheque_bounce_rate,gst_ontime_filing_ratio,trend_indicator
MSME-00053,0.25,2324310.6522699385,0.04805491990846682,0.4444444444444444,19.708115183246075
MSME-00054,0.25,601055.3760350876,0.04411764705882353,0.2222222222222222,10.18586387434555
MSME-00055,0.25,5102706.282077295,0.0,1.0,85.4825479930192
MSME-00056,0.25,6051287.380202702,0.0022026431718061676,0.8888888888888888,76.47076788830715
MSME-00057,0.25,10558554.85406015,0.014285714285714285,1.0,72.81588132635254
MSME-00058,0.25,3435314.953002451,0.03547671840354767,0.3333333333333333,25.705061082024432
MSME-00059,0.25,600309.0448617175,0.002512562814070352,0.8888888888888888,51.88743455497382
MSME-00060,0.25,3833393.9074088666,0.019642857142857142,0.8888888888888888,49.22076788830716
MSME-00061,0.25,3187569.766685446,0.011725293132328308,0.4444444444444444,35.62478184991274
MSME-00062,0.25,3591570.3285614653,0.01757188498402556,0.5555555555555556,36.845549738219894
MSME-00063,0.25,3257038.6927814563,0.008605851979345954,0.3333333333333333,35.8717277486911
MSME-00064,0.25,62842.11033232628,0.00546448087431694,0.6666666666666666,31.693280977312394
MSME-00065,0.25,6189747.126251511,0.005512679162072767,1.0,76.56588132635254
MSME-00066,0.25,2490656.2397691375,0.04194260485651214,0.1111111111111111,17.94415357766143
MSME-00067,0.25,3385614.6040740735,0.05417607223476298,0.4444444444444444,23.791448516579408
MSME-00068,0.25,543322.284386921,0.019230769230769232,0.7777777777777778,28.479275741710296
MSME-00069,0.25,4442961.638817952,0.0022271714922048997,1.0,79.3575479930192
MSME-00070,0.25,30479875.348734524,0.002369668246445498,1.0,87.89921465968587
MSME-00071,0.25,18102616.822356902,0.023255813953488372,1.0,68.2325479930192
MSME-00072,0.25,603844.3431428572,0.003003003003003003,1.0,60.02421465968587
MSME-00073,0.25,2449459.796690544,0.052763819095477386,0.2222222222222222,16.18586387434555
MSME-00074,0.25,6630906.44630273,0.006749156355455568,0.8888888888888888,66.8041012216405
MSME-00075,0.25,45410.12818532818,0.007246376811594203,0.5555555555555556,25.512216404886562
MSME-00076,0.25,3131930.0746359224,0.060674157303370786,0.1111111111111111,17.6108202443281
MSME-00077,0.25,40581712.98375587,0.0,,97.625
MSME-00078,0.25,55296.13246376812,0.004651162790697674,0.8888888888888888,41.63743455497382
MSME-00079,0.25,492791.91125,0.010416666666666666,0.7777777777777778,33.854275741710296
MSME-00080,0.25,2700714.244342454,0.016025641025641024,0.7777777777777778,40.104275741710296
MSME-00081,0.25,497099.14482300886,0.00267379679144385,0.8888888888888888,50.80410122164049
MSME-00082,0.25,4455862.611985752,0.011475409836065573,0.6666666666666666,48.10994764397906
MSME-00083,0.25,2040298.343997446,0.053811659192825115,0.5555555555555556,20.595549738219898
MSME-00084,0.25,4586508.883885786,0.0022002200220022,1.0,80.3575479930192
MSME-00085,0.25,2380721.4068965516,0.004754358161648178,1.0,62.31588132635253
MSME-00086,0.25,5709039.097140381,0.0032537960954446853,1.0,80.64921465968587
MSME-00087,0.25,4674415.449030644,0.0022271714922048997,1.0,80.44088132635254
MSME-00088,0.25,1587279.7105931197,0.0,1.0,69.7325479930192
MSME-00089,0.25,6884143.970831899,0.004197271773347324,0.8888888888888888,72.5541012216405
MSME-00090,0.25,3405197.6728400737,0.017391304347826087,0.8888888888888888,48.30410122164049
MSME-00091,0.25,7094594.138303735,0.002277904328018223,1.0,86.56588132635254
MSME-00092,0.25,2866573.1216270337,0.050808314087759814,0.4444444444444444,21.208115183246075
MSME-00093,0.25,2435892.691615679,0.005309734513274336,1.0,61.89921465968587
MSME-00094,0.25,410737.234048583,0.007194244604316547,0.8888888888888888,40.97076788830716
MSME-00095,0.25,4663893.514741784,0.01652892561983471,0.6666666666666666,45.35994764397906
MSME-00096,0.25,68933.31533333333,0.05263157894736842,0.4444444444444444,7.041448516579408
MSME-00097,0.25,32566013.524094954,0.0027100271002710027,1.0,87.39921465968587
MSME-00098,0.25,9841524.167230768,0.0,,95.125
MSME-00099,0.25,6736093.13713797,0.0020855057351407717,0.7777777777777778,73.77094240837697
MSME-00100,0.25,461466.22885397414,0.03367003367003367,0.6666666666666666,20.35994764397906
MSME-00101,0.25,1989417.075115658,0.0032102728731942215,1.0,64.7325479930192
MSME-00102,0.25,6142594.9289498525,0.0032017075773745998,1.0,82.39921465968587
MSME-00103,0.25,3852795.374814035,0.0012642225031605564,0.8888888888888888,70.47076788830715
MSME-00104,0.25,6727587.035385535,0.002150537634408602,0.8888888888888888,78.63743455497382
MSME-00105,0.25,2992651.12687131,0.04468085106382979,0.2222222222222222,19.93586387434555
MSME-00106,0.25,4698322.146190477,0.01565217391304348,0.6666666666666666,46.35994764397906
MSME-00107,0.25,7087863.360902778,0.0,1.0,90.89921465968587
MSME-00108,0.25,5057046.577403614,0.0010683760683760685,0.8888888888888888,75.63743455497382
MSME-00109,0.25,9418286.48994709,0.009708737864077669,1.0,75.06588132635254
MSME-00110,0.25,3905695.5766097563,0.00211864406779661,1.0,78.7325479930192
MSME-00111,0.25,3113298.7421403197,0.012364760432766615,0.7777777777777778,44.604275741710296
MSME-00112,0.25,400255.18659611995,0.06051873198847262,0.3333333333333333,6.8717277486911
MSME-00113,0.25,699665.6370550161,0.04242424242424243,0.4444444444444444,14.208115183246074
MSME-00114,0.25,-17136.48163043478,0.044642857142857144,0.4444444444444444,7.958115183246075
MSME-00115,0.25,2725845.9377272725,0.0,0.0,46.80148342059337
MSME-00116,0.25,2484361.0601555025,0.05054945054945055,0.3333333333333333,18.1217277486911
MSME-00117,0.25,4392541.563430614,0.0031746031746031746,0.8888888888888888,68.13743455497382
MSME-00118,0.25,3039793.8483646275,0.003243243243243243,0.8888888888888888,60.97076788830716
MSME-00119,0.25,77155.14493013972,0.0031847133757961785,1.0,55.06588132635253
MSME-00120,0.25,4061468.8921466907,0.0210016155088853,0.8888888888888888,49.55410122164049
MSME-00121,0.25,1898169.7834353405,0.0017985611510791368,1.0,68.64921465968587
MSME-00122,0.25,2547411.6296411483,0.037815126050420166,0.3333333333333333,21.038394415357768
MSME-00123,0.25,1999037.407547847,0.019027484143763214,0.7777777777777778,34.93760907504363
MSME-00124,0.25,13180835.314025974,0.014492753623188406,1.0,72.8575479930192
MSME-00125,0.25,6816453.640231002,0.0033632286995515697,0.8888888888888888,73.88743455497382
MSME-00126,0.25,838885.1717862166,0.0,1.0,67.14921465968587
MSME-00127,0.25,6258722.711610697,0.0011086474501108647,0.8888888888888888,79.26243455497382
MSME-00128,0.25,3959505.2888557813,0.045662100456621,0.4444444444444444,28.49978184991274
MSME-00129,0.25,405008.086734104,0.0196078431372549,,19.125
MSME-00130,0.25,5378671.534212422,0.017006802721088437,0.3333333333333333,39.3717277486911
MSME-00131,0.25,4856841.775016181,0.002320185614849188,1.0,80.31588132635254
MSME-00132,0.25,5534421.78878123,0.006521739130434782,0.7777777777777778,58.854275741710296
MSME-00133,0.25,7326089.1217173515,0.0033149171270718232,1.0,83.64921465968587
MSME-00134,0.25,20729352.11627451,0.0,1.0,92.56588132635254
MSME-00135,0.25,4224314.473512773,0.018211920529801324,0.5555555555555556,39.012216404886566
MSME-00136,0.25,35521896.42396408,0.010075566750629723,1.0,76.4825479930192
MSME-00137,0.25,3699541.1765011814,0.04954954954954955,0.3333333333333333,24.1217277486911
MSME-00138,0.25,1971722.1917570094,0.00644122383252818,1.0,57.39921465968587
MSME-00139,0.25,273857.6332327586,0.058823529411764705,0.4444444444444444,7.999781849912741
MSME-00140,0.25,5196900.338046735,0.006514657980456026,0.8888888888888888,62.72076788830716
MSME-00141,0.25,652285.8147378642,0.0034482758620689655,0.8888888888888888,49.34576788830716
MSME-00142,0.25,414074.20663615555,0.024489795918367346,0.5555555555555556,19.095549738219898
MSME-00143,0.25,146983.90545871557,0.004,0.8888888888888888,44.55410122164049
MSME-00144,0.25,6219996.456986795,0.004381161007667032,1.0,79.06588132635254
MSME-00145,0.25,1073666.1014479639,0.0057306590257879654,0.8888888888888888,46.88743455497382
MSME-00146,0.25,5958553.453149333,0.0031479538300104933,0.8888888888888888,73.5541012216405
MSME-00147,0.25,3805208.22778837,0.010810810810810811,0.5555555555555556,42.92888307155323
MSME-00148,0.25,2261904.3716959064,0.03278688524590164,0.3333333333333333,20.6217277486911
MSME-00149,0.25,1029796.2379470199,0.0463768115942029,0.5555555555555556,18.095549738219898
MSME-00150,0.25,6780757.778718101,0.004273504273504274,1.0,80.81588132635254
MSME-00151,0.25,3440787.903949815,0.023728813559322035,0.8888888888888888,45.72076788830716
MSME-00152,0.25,3785517.5823794217,0.002290950744558992,0.8888888888888888,67.3041012216405
MSME-00153,0.25,5504840.191942617,0.0021810250817884407,1.0,83.7325479930192
MSME-00154,0.25,1030382.2917769608,0.004405286343612335,0.8888888888888888,49.34576788830716
MSME-00155,0.25,1266244.431861314,0.04821802935010482,0.2222222222222222,12.227530541012216
MSME-00156,0.25,375194.8025117371,0.06276150627615062,0.5555555555555556,11.512216404886564
MSME-00157,0.25,3225954.4626236754,0.019077901430842606,0.6666666666666666,36.94328097731239
MSME-00158,0.25,3358405.658272395,0.014516129032258065,0.6666666666666666,41.10994764397906
MSME-00159,0.25,2271041.540721393,0.005722460658082976,1.0,59.89921465968587
MSME-00160,0.25,3283913.5326875593,0.017452006980802792,0.7777777777777778,41.854275741710296
MSME-00161,0.25,295674.82603076927,0.0111731843575419,0.8888888888888888,36.97076788830716
MSME-00162,0.25,5591775.488014571,0.0033076074972436605,0.8888888888888888,71.26243455497382
MSME-00163,0.25,5318487.239771887,0.007760532150776054,1.0,70.7325479930192
MSME-00164,0.25,422427.0502610442,0.0036496350364963502,0.8888888888888888,47.22076788830716
MSME-00165,0.25,12650.225,0.058823529411764705,0.6666666666666666,12.06828097731239
MSME-00166,0.25,5861561.873188855,0.0022675736961451248,0.6666666666666666,66.40161431064573
MSME-00167,0.25,3236062.532871012,0.04201680672268908,0.7777777777777778,35.02094240837696
MSME-00168,0.25,5036278.566867183,0.0077777777777777776,1.0,69.81588132635254
MSME-00169,0.25,3449194.3833568906,0.00487012987012987,0.6666666666666666,50.026614310645726
MSME-00170,0.25,2867634.0318629807,0.0033370411568409346,0.8888888888888888,58.88743455497382
MSME-00171,0.25,1975022.0691858232,0.00510204081632653,0.8888888888888888,51.47076788830716
MSME-00172,0.25,5016233.142957318,0.004347826086956522,0.8888888888888888,66.72076788830715
MSME-00173,0.25,34207833.43953629,0.0,,97.125
MSME-00174,0.25,335898.54252459016,0.031446540880503145,0.5555555555555556,16.762216404886562
MSME-00175,0.25,4098114.8995680823,0.005277044854881266,1.0,70.31588132635254
MSME-00176,0.25,588736.4040608229,0.0032679738562091504,0.7777777777777778,44.479275741710296
MSME-00177,0.25,4700454.143280528,0.0012106537530266344,1.0,82.64921465968587
MSME-00178,0.25,4671733.934403073,0.002145922746781116,0.7777777777777778,67.3542757417103
MSME-00179,0.25,3477977.9454873647,0.012987012987012988,0.5555555555555556,39.762216404886566
MSME-00180,0.25,5461239.085909645,0.002197802197802198,1.0,83.2325479930192
MSME-00181,0.25,1741689.7729976017,0.04035874439461883,0.5555555555555556,21.512216404886562
MSME-00182,0.25,790105.7341552511,0.04838709677419355,0.3333333333333333,11.205061082024434
MSME-00183,0.25,1366654.1370786517,0.010752688172043012,0.7777777777777778,38.354275741710296
MSME-00184,0.25,5298699.401240169,0.00644468313641246,1.0,72.06588132635254
MSME-00185,0.25,4577596.496338557,0.006802721088435374,1.0,69.06588132635254
MSME-00186,0.25,2149663.6965155443,0.06682027649769585,0.3333333333333333,14.8717277486911
MSME-00187,0.25,4745361.578751515,0.004188481675392671,0.8888888888888888,66.8041012216405
MSME-00188,0.25,125036.11640506327,0.0045662100456621,0.8888888888888888,42.47076788830716
MSME-00189,0.25,5644893.3751476025,0.005500550055005501,0.8888888888888888,66.76243455497382
MSME-00190,0.25,875214.5317368421,0.0125,0.8888888888888888,40.63743455497382
MSME-00191,0.25,3293905.5323098074,0.0144,0.7777777777777778,44.43760907504363
MSME-00192,0.25,18977172.723867923,0.019230769230769232,,61.9375
MSME-00193,0.25,3812523.158979592,0.015332197614991482,0.5555555555555556,39.762216404886566
MSME-00194,0.25,262377.0041355932,0.006289308176100629,0.7777777777777778,35.354275741710296
MSME-00195,0.25,409967.1915320334,0.03076923076923077,0.1111111111111111,10.694153577661432
MSME-00196,0.25,6027691.656992753,0.003271537622682661,0.8888888888888888,72.72076788830715
MSME-00197,0.25,1099899.2926346604,0.024896265560165973,0.4444444444444444,20.12478184991274
MSME-00198,0.25,6218247.522478235,0.005241090146750524,1.0,77.64921465968587
MSME-00199,0.25,750877.0992307692,0.0397489539748954,0.4444444444444444,14.958115183246074
MSME-00200,0.25,29193057.869438507,0.0091324200913242,1.0,76.4825479930192
MSME-00201,0.25,5519232.718008475,0.002127659574468085,0.8888888888888888,75.72076788830715
MSME-00202,0.25,4374310.7840696275,0.0010845986984815619,0.7777777777777778,67.52094240837697
MSME-00203,0.25,4776030.659942857,0.005747126436781609,0.8888888888888888,63.13743455497382
MSME-00204,0.25,4390681.548502739,0.004291845493562232,1.0,73.2325479930192
MSME-00205,0.25,3985836.4079295155,0.017741935483870968,0.8888888888888888,51.05410122164049
MSME-00206,0.25,1858863.702160194,0.0022675736961451248,1.0,66.6075479930192
MSME-00207,0.25,3181236.1311793025,0.0684326710816777,,24.875
MSME-00208,0.25,1048312.2229934211,0.0,1.0,68.31588132635254
MSME-00209,0.25,21154088.91229032,0.011834319526627219,1.0,74.7325479930192
MSME-00210,0.25,49638808.765756585,0.018072289156626505,0.5,49.22731239092496
MSME-00211,0.25,4141884.985755597,0.01718213058419244,0.6666666666666666,43.10994764397906
MSME-00212,0.25,4114415.869299025,0.008156606851549755,0.5555555555555556,45.67888307155323
MSME-00213,0.25,7280986.632292917,0.007751937984496124,1.0,75.9825479930192
MSME-00214,0.25,854667.1465206186,0.014354066985645933,0.3333333333333333,22.455061082024432
MSME-00215,0.25,1914899.7596577543,0.007766990291262136,1.0,55.56588132635253
MSME-00216,0.25,4621549.082062112,0.0044943820224719105,1.0,73.39921465968587
MSME-00217,0.25,3719243.4200541517,0.014729950900163666,0.6666666666666666,42.693280977312384
MSME-00218,0.25,2016792.5662601625,0.029556650246305417,0.4444444444444444,22.458115183246075
MSME-00219,0.25,1747136.1517966436,0.0035398230088495575,0.8888888888888888,53.22076788830716
MSME-00220,0.25,45861473.539375,0.0,1.0,93.4825479930192
MSME-00221,0.25,1267150.1612051649,0.03597122302158273,,20.25
MSME-00222,0.25,2423919.3793301997,0.0205761316872428,0.7777777777777778,36.104275741710296
MSME-00223,0.25,2523362.4697981,0.047325102880658436,0.4444444444444444,21.041448516579408
MSME-00224,0.25,642781.4079629629,0.026490066225165563,0.8888888888888888,32.47076788830716
MSME-00225,0.25,3729670.3796819784,0.014492753623188406,0.7777777777777778,46.64594240837696
MSME-00226,0.25,5489701.737379938,0.004305705059203444,1.0,76.9825479930192
MSME-00227,0.25,99811.02410810812,0.029411764705882353,0.2222222222222222,9.18586387434555
MSME-00228,0.25,7218711.443337314,0.0033112582781456954,,82.875
MSME-00229,0.25,4649318.261237756,0.011513157894736841,0.7777777777777778,52.354275741710296
MSME-00230,0.25,6212783.2422981355,0.0,1.0,88.9825479930192
MSME-00231,0.25,4245793.139811676,0.015254237288135594,0.7777777777777778,48.104275741710296
MSME-00232,0.25,10443751.811940929,0.007518796992481203,0.5,54.47731239092496
MSME-00233,0.25,3039741.66848,0.009345794392523364,0.8888888888888888,51.30410122164049
MSME-00234,0.25,12656911.41586207,0.05714285714285714,0.5,38.89397905759162
MSME-00235,0.25,5265990.608125,0.0011086474501108647,0.8888888888888888,75.6791012216405
MSME-00236,0.25,1636816.0538976858,0.03275109170305677,0.8888888888888888,34.97076788830716
MSME-00237,0.25,1078853.8525095056,0.002257336343115124,,54.125
MSME-00238,0.25,697090.4265934066,0.005780346820809248,1.0,53.2325479930192
MSME-00239,0.25,6781630.266447368,0.0022002200220022,1.0,86.94088132635254
MSME-00240,0.25,6229665.067216981,0.002152852529601722,1.0,86.2325479930192
MSME-00241,0.25,4324434.868913178,0.0022123893805309734,0.7777777777777778,64.8542757417103
MSME-00242,0.25,2259718.9359934856,0.02071563088512241,0.5555555555555556,28.595549738219898
MSME-00243,0.25,925333.5766666665,0.009771986970684038,0.6666666666666666,33.44328097731239
MSME-00244,0.25,3759755.3116094028,0.008025682182985553,0.5555555555555556,43.845549738219894
MSME-00245,0.25,4550048.201217184,0.008298755186721992,1.0,67.64921465968587
MSME-00246,0.25,4248395.82905993,0.00631578947368421,1.0,68.89921465968587
MSME-00247,0.25,5326919.206200495,0.0044444444444444444,1.0,75.7325479930192
MSME-00248,0.25,3487722.1768874177,0.017035775127768313,0.6666666666666666,40.10994764397906
MSME-00249,0.25,3626033.755238095,0.03777777777777778,0.4444444444444444,28.12478184991274
MSME-00250,0.25,7402896.423753648,0.004296455424274973,1.0,81.7325479930192
MSME-00251,0.25,2918860.9916201616,0.026101141924959218,0.7777777777777778,36.604275741710296
MSME-00252,0.25,576002.9885686274,0.0,0.8888888888888888,56.88743455497382
MSME-00253,0.25,332625.42560538114,0.004032258064516129,1.0,54.3575479930192
MSME-00254,0.25,1992056.2756962024,0.006211180124223602,0.8888888888888888,49.55410122164049
MSME-00255,0.25,1247767.5098352942,0.004081632653061225,,47.375
MSME-00256,0.25,2072465.2087743734,0.015037593984962405,1.0,52.06588132635253
MSME-00257,0.25,1759175.459381068,0.034623217922606926,0.5555555555555556,22.762216404886562
MSME-00258,0.25,1009501.0353867031,0.0,0.8888888888888888,59.38743455497382
MSME-00259,0.25,3904442.0295,0.011023622047244094,0.6666666666666666,46.44328097731239
MSME-00260,0.25,2521969.076427203,0.015228426395939087,0.5555555555555556,33.345549738219894
MSME-00261,0.25,11452995.164110787,0.024390243902439025,0.75,51.64485165794067
MSME-00262,0.25,3809523.766394052,0.0136986301369863,0.7777777777777778,48.104275741710296
MSME-00263,0.25,47787255.801029414,0.0,1.0,93.7325479930192
MSME-00264,0.25,4558344.923896584,0.011764705882352941,0.3333333333333333,40.1217277486911
MSME-00265,0.25,2773433.742728261,0.0,0.8888888888888888,66.38743455497382
MSME-00266,0.25,2160150.6174444444,0.037037037037037035,0.4444444444444444,21.166448516579408
MSME-00267,0.25,3468598.9771613833,0.005012531328320802,1.0,67.56588132635254
MSME-00268,0.25,1854745.4035240964,0.032448377581120944,0.7777777777777778,30.520942408376964
MSME-00269,0.25,8668825.54013309,0.00117096018735363,0.7777777777777778,75.8542757417103
MSME-00270,0.25,6407083.913988867,0.002333722287047841,1.0,84.81588132635254
MSME-00271,0.25,2965751.3615155616,0.05063291139240506,0.2222222222222222,18.602530541012218
MSME-00272,0.25,3547999.655123063,0.0064516129032258064,0.7777777777777778,51.06260907504363
MSME-00273,0.25,801257.667754173,0.0,1.0,66.81588132635254
MSME-00274,0.25,2988030.9684152333,0.0511727078891258,0.2222222222222222,18.519197207678882
MSME-00275,0.25,2521152.3051964515,0.04377880184331797,0.4444444444444444,21.708115183246075
MSME-00276,0.25,22799142.115268815,0.0,0.6666666666666666,75.1932809773124
MSME-00277,0.25,599542.7698927039,0.024096385542168676,0.7777777777777778,27.31260907504363
MSME-00278,0.25,3174763.4287798414,0.0016025641025641025,1.0,74.81588132635254
MSME-00279,0.25,2553448.8385518813,0.006342494714587738,0.8888888888888888,52.22076788830716
MSME-00280,0.25,5841436.352521638,0.002070393374741201,0.8888888888888888,77.0541012216405
MSME-00281,0.25,5498729.462827225,0.0,1.0,86.81588132635254
MSME-00282,0.25,456554.337109375,0.045662100456621,0.4444444444444444,11.583115183246074
MSME-00283,0.25,1947959.9338260873,0.03303964757709251,0.7777777777777778,30.68760907504363
MSME-00284,0.25,99580.74700704224,0.01818181818181818,0.4444444444444444,15.458115183246074
MSME-00285,0.25,3724184.3794457833,0.0367816091954023,0.4444444444444444,28.87478184991274
MSME-00286,0.25,3776239.319475656,0.015254237288135594,0.7777777777777778,46.02094240837696
MSME-00287,0.25,2443179.0000686496,0.02100840336134454,0.6666666666666666,32.44328097731239
MSME-00288,0.25,3656089.847526987,0.015734265734265736,0.4444444444444444,35.29144851657941
MSME-00289,0.25,738986.3580135823,0.0,1.0,66.4825479930192
MSME-00290,0.25,244617.66337386018,0.005405405405405406,1.0,50.7325479930192
MSME-00291,0.25,5962399.61178467,0.0021691973969631237,0.8888888888888888,76.63743455497382
MSME-00292,0.25,2684461.9980038204,0.028892455858747994,0.8888888888888888,40.55410122164049
MSME-00293,0.25,4692465.834535161,0.002068252326783868,0.8888888888888888,73.38743455497382
MSME-00294,0.25,2299606.4998648646,0.0,1.0,72.9825479930192
MSME-00295,0.25,3470862.046344892,0.011217948717948718,0.6666666666666666,43.776614310645726
MSME-00296,0.25,4098496.081908303,0.006493506493506494,0.8888888888888888,59.13743455497382
MSME-00297,0.25,6005738.905553506,0.0056433408577878106,0.8888888888888888,67.3041012216405
MSME-00298,0.25,1524228.9024377225,0.037037037037037035,0.5555555555555556,21.470549738219898
MSME-00299,0.25,2579406.30294686,0.03131991051454139,0.2222222222222222,21.685863874345547
MSME-00300,0.25,1173280.1086706056,0.005509641873278237,1.0,56.4825479930192
MSME-00301,0.25,5627164.576844311,0.0032502708559046588,0.8888888888888888,71.88743455497382
MSME-00302,0.25,35125382.1908567,0.021406727828746176,1.0,69.31588132635254
MSME-00303,0.25,3205299.687382847,0.013953488372093023,0.7777777777777778,44.27094240837696
MSME-00304,0.25,3119066.1399199083,0.0577319587628866,0.4444444444444444,21.958115183246075
MSME-00305,0.25,4365873.891859088,0.004545454545454545,1.0,71.9825479930192
MSME-00306,0.25,2927667.0785294124,0.016129032258064516,0.5,32.26897905759162
MSME-00307,0.25,51453.342766990296,0.0,1.0,60.9825479930192
MSME-00308,0.25,4394340.222002568,0.001160092807424594,0.8888888888888888,72.72076788830715
MSME-00309,0.25,1244241.4938656988,0.02830188679245283,0.5555555555555556,22.845549738219898
MSME-00310,0.25,1276107.904017857,0.005714285714285714,0.8888888888888888,47.80410122164049
MSME-00311,0.25,1031951.8675350139,0.0072992700729927005,1.0,53.39921465968587
MSME-00312,0.25,2430767.2563279863,0.0,0.6666666666666666,55.85994764397906
MSME-00313,0.25,351059.25013937283,0.0064516129032258064,0.8888888888888888,40.84576788830716
MSME-00314,0.25,243558.4517142857,0.02727272727272727,0.6666666666666666,19.73494764397906
MSME-00315,0.25,12552722.002490118,0.08695652173913043,0.5,37.560645724258286
MSME-00316,0.25,2250676.807993168,0.007716049382716049,1.0,57.31588132635253
MSME-00317,0.25,4045554.043661519,0.009122006841505131,1.0,65.39921465968587
MSME-00318,0.25,3306676.523446602,0.017421602787456445,0.2222222222222222,29.185863874345547
MSME-00319,0.25,545710.9313761467,0.0,0.7777777777777778,51.43760907504363
MSME-00320,0.25,2916671.805474642,0.039627039627039624,0.5555555555555556,27.012216404886562
MSME-00321,0.25,3782956.3144995575,0.01487603305785124,0.7777777777777778,46.604275741710296
MSME-00322,0.25,6951343.846241771,0.0033076074972436605,0.6666666666666666,65.65161431064573
